ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
1.732908802215242350e+00,-1.696135659628453252e-01,-2.584248400216282993e-01,-2.329517159118511815e-01,1.165590779493600425e-02,3.113617891257852155e-01,7.833913991977500269e-01,-1.201139866494136177e+00,-1.425158839793074339e+00
2.116563880699157352e+00,-2.388354113666817824e+00,4.638017864583440786e-02,6.522654993577388094e-01,-7.146072876456741607e-01,-1.800696013542874285e-01,-4.260569966702181799e-01,-4.691248083915910277e-02,1.393617022015517071e+00
2.108261139051635091e-01,1.177098856851533037e+00,1.223367338953377681e+00,-1.772072711377794818e-01,1.499369646967689595e+00,-1.924446047129931281e-01,-1.224412485089981795e+00,-1.361584554608193054e+00,-1.036713134328172581e+00
-1.239922244058861978e+00,-1.332416588024146475e-01,-2.650234424813464607e-01,-6.723104697780017958e-01,-2.652560489670416355e-01,1.746239681567851865e-01,-1.006659929268252540e+00,-1.067702151595040005e+00,-8.663336317032281630e-02
-2.170456036437677039e+00,-3.778452336151424396e-01,3.254316239185947035e-01,-1.001689598672744097e+00,-1.317720283240003232e+00,3.609849097686946284e-01,-1.589736170377055835e+00,4.395676333937446056e-01,-6.475286953944221491e-01
-9.228945988364716246e-01,3.281078808800217850e+00,-5.341091481462212354e-01,-6.468563494999851615e-01,1.165590779493600425e-02,-3.467427889961847698e-01,-6.148539410442399600e-01,9.342880382462850353e-01,-1.375090472995868174e+00
1.380498200565243971e+00,6.932666976466576869e-02,3.175671131108326328e-01,-6.408482465376821313e-01,-1.470974266049207835e-01,-3.787401669986412145e-01,6.545304155722008188e-01,-2.234517306387883817e+00,4.539911026499012792e-01
-1.103501218670017492e+00,-4.440972449185282001e-02,-6.058054978604975327e-01,5.465441218641088339e-01,-4.647680393781272179e-01,-1.140335240321744825e+00,-1.243814350086100751e+00,-4.281644209895500985e-01,5.959853587383948659e-01
4.142189690273382491e-02,1.287948448337226992e+00,7.889410572754581574e-01,-1.973353322343599781e-01,1.465946894991824401e+00,-1.178413323906934762e+00,-9.684371234180113586e-01,-2.187635028442203033e-02,1.554145549055075515e+00
1.793001497737352512e+00,1.971346970918371466e-01,-1.375003055186063028e+00,-1.543220029324389453e-01,1.112486836865154011e-01,-1.164110869504403345e+00,2.901129194867635430e+00,3.305881145259827458e-01,9.238676804634979867e-01
-1.465505501297510227e+00,-3.948515287348376424e-01,-4.089179070090387391e-02,-1.510491392411411171e+00,1.165590779493600425e-02,-2.915856994379090739e-01,1.317216313877657141e+00,2.604374909215144765e-02,7.343477282686978747e-01
-8.693284338415189216e-01,6.238516157648850147e-01,1.574380766602712534e+00,3.615764515134478607e-02,1.165590779493600425e-02,9.501955168767010074e-01,5.546024179787909514e-01,6.834845500989049638e-01,2.153185101777235211e-01
-7.971348911825164307e-02,4.045427288656665010e-01,-1.305820449033385566e+00,-1.679873426569444161e+00,-4.945383791133726725e-01,-4.489429542929793127e-01,-3.069851913398020105e-01,1.293331829321938686e+00,-9.917556551459745240e-01
2.274163555448487806e+00,-6.981408065656402595e-01,-7.093789133875463282e-01,-9.812172024233306589e-01,-7.244954551375105689e-01,-1.279843242337020959e+00,-1.270862989872098670e+00,7.414450375822825290e-01,3.853797125400473117e-02
1.058621037996223535e+00,1.172804544573799596e-01,-4.459732875077597469e-02,-1.394633374361540445e+00,-4.311203821756691701e-01,-2.820451160978273419e-01,-1.612509691636067888e-01,-1.148606609265031775e+00,-4.402278289517551624e-01
4.604626100083442086e-01,-2.915436801828295899e+00,-1.140316205398464122e+00,-1.207236451068140370e+00,-2.400326362893644205e+00,2.190592709737300137e+00,-1.415550684984154817e+00,-2.521010287291261531e-02,-1.950550652653395334e+00
-2.699475795353455942e-01,-1.560677154156244528e+00,-2.361143537968191652e-01,-1.365651651702914915e+00,-1.262205357512405701e+00,1.459969008760125808e+00,-1.014040910289847774e+00,3.240154352790828862e-01,-2.916482069100028163e-01
1.304758032958401204e+00,4.676653953812724418e-01,-1.151010248383023127e+00,6.544097642132784554e-02,1.781515155380676563e-01,1.234707732787671430e+00,1.198659870875765865e+00,-1.166923425776206225e+00,-2.244524028128028759e-01
2.197014941813335565e+00,-4.391284489369304822e-01,-1.612741408902971726e-02,-8.558874572563261729e-02,1.959390293130897631e-01,3.572396922363875738e-01,6.578090591661661657e-01,-1.995105056039149893e+00,-6.423571831326942497e-03
2.550786993745075004e-01,1.938750527703832160e+00,1.000230539407395147e+00,1.419995905917596390e+00,1.165590779493600425e-02,-2.826249994041150071e-01,4.923528808062538897e-01,8.012430928566165872e-03,1.039805989221862736e+00
9.093689826767378248e-01,1.277159157902564068e+00,7.888616145812498148e-01,7.287489964673845577e-01,1.345415200356854912e+00,6.626149453140274259e-01,-2.500287341877569514e+00,-1.695641457647903971e+00,-3.728095804523788581e-02
-1.313398091695171965e+00,-1.838922518568042175e-01,2.761603788460886277e-01,6.504334831666465366e-02,-2.358176198888766451e-01,-2.744893790709784231e-01,-1.830371663610651289e+00,2.038196739601795926e+00,6.291259337958376996e-01
-2.003531290863303393e+00,1.127177856564077985e+00,1.176069899796501117e+00,-8.333174909779500483e-02,4.179576973952426888e-01,-1.950208427725079741e+00,-1.402643460557571053e+00,-1.700870294927867843e-01,-8.561988226754593811e-02
-4.347803983900369040e-01,5.073080981311741677e-01,-1.102698044595599863e-01,-1.104308218737589442e+00,-1.589934074011726262e-01,-7.183549224758978280e-01,-1.643341260296992956e-01,-3.006060108199356762e+00,-5.887867631381258487e-02
1.017487463483001786e+00,-3.620946433313918661e-02,3.144047016758362290e-01,6.966507752141378740e-01,1.165590779493600425e-02,-3.606306919217502349e-01,-5.799224562696956298e-01,-1.117054934888933371e+00,6.512630465826240167e-01
6.347595579068799898e-01,-2.085840591974815084e+00,1.234650283976429508e+00,-3.737473011787469379e-01,1.165590779493600425e-02,-1.399554175707805048e-01,-9.604424278040815111e-01,7.292084673304884967e-01,1.268407376838108780e-01
-5.530554835875488573e-01,4.856814942048549577e-01,-1.251173853878803643e-02,4.709849412441065031e-01,1.165590779493600425e-02,-8.075182764558778148e-01,1.901751709901974563e-01,-1.619953359887156275e-01,1.596556515250861397e+00
-1.276348705089676905e+00,1.284282806887647954e+00,1.490095589211960503e+00,1.170402780992883196e+00,1.144382155259578537e+00,2.986081781603987295e+00,-2.865133022210639147e-01,6.207105599463969003e-01,1.456845867119362481e+00
1.145036901111770311e-01,-5.000534755208606574e-01,3.499063826738144645e-01,-8.133098246846072188e-01,4.433054122040820388e-01,9.075817977554330174e-01,9.006679266733438327e-01,-9.591098813296391468e-01,-4.271211696276450143e-01
5.069808058081703983e-02,-4.027620216694068889e-01,-1.746728079641522102e+00,-2.095804273467337886e+00,-1.553429032549334288e+00,5.524201785967497967e-03,-1.358741468014293963e+00,1.456982767635192078e+00,-1.086697703404912174e-01
-8.681677502675129166e-01,-2.433719982892060596e+00,1.300199041493653285e+00,-4.823517746327372901e-02,-1.010741630935567015e+00,9.469943271335055091e-01,-1.599465958366913076e+00,-1.135229831229929820e+00,2.406821733445466127e-01
-5.446631648530220193e-01,-1.988388940251884840e+00,-2.834524135923499055e-01,-2.177899238330549547e-02,-9.256816026927180419e-01,1.591661236057401840e+00,-6.611881547845796514e-02,-5.318594417864980217e-01,1.737690503784851348e+00
1.009813717281484946e+00,1.395554853802095430e+00,1.219956427019730644e-01,2.470096560752296500e-01,1.165590779493600425e-02,-9.205481614719491779e-01,1.328132922452745612e+00,2.114170212501677304e-01,-1.233038120182284036e-01
-1.154038798337853888e-01,4.569016781653676418e-01,4.288404172770439726e-01,-2.276117931024717322e-01,1.165590779493600425e-02,-5.496972132691808621e-01,-1.110229327833051199e-01,1.487179383417713607e+00,1.349375786852392789e+00
-2.250673922604334187e+00,-1.143419808258320902e+00,1.272440271944534629e-01,-1.925116587970022719e-01,-1.304812980254389077e+00,-1.482446384669942496e+00,-1.385110822873306002e+00,8.267299246505291910e-01,-2.653484958880179545e-01
-2.119408976314844484e+00,-9.941867378367190700e-01,1.845440704035639978e+00,-2.789605176264092767e-01,-1.856422302971252325e-01,4.929750915143475409e-01,7.981790557607638947e-02,-9.847933788334573002e-01,-3.931991268658076577e-01
-3.946026214074620508e-01,-5.975363077919995103e-01,2.927506214662362050e-01,-8.638494888891223855e-01,-5.170213295863506087e-01,6.165238269852653108e-01,5.861982679764983217e-01,-5.422157612365424706e-01,-2.147896216747332332e+00
1.493811648725057173e-01,6.442976757967550094e-01,1.148293387761665896e+00,1.726370841568961145e+00,1.214156747850420714e+00,-2.065640261421807650e-02,-1.602201541928242712e+00,1.867449987005949941e-01,-5.911238955598424605e-01
-3.304812777571366933e+00,1.138170627581849503e+00,7.784995962241890721e-01,3.766857202520599301e-01,1.165590779493600425e-02,-2.121280574822050347e-01,3.950061431365108344e-01,-7.544947350754124260e-01,1.337433191029140156e+00
2.075673053242700350e-01,2.623378269269596164e-01,-1.421927592623372538e+00,-3.915998094941504637e-01,-6.102671205551070122e-01,9.441247824044076697e-01,-8.359818375028994497e-01,9.044566278970944673e-01,-2.527840349195584757e-01
-6.964733533563891577e-01,1.904102278578904128e+00,6.149227275562136885e-01,3.288720687431954115e-01,1.401353419049155002e+00,1.067113052611962321e+00,-6.173315757059922859e-01,9.887957177022913546e-01,-1.249358493661202996e+00
-4.322520490857397202e-01,-1.900516602847679648e+00,2.190205454118332451e-01,-1.260557487596671189e+00,-1.851271620443216248e+00,1.798183727867923132e+00,-1.348407117193051175e+00,1.765859726589226408e+00,2.838435081606927035e-01
-5.494799120461272279e-01,-2.787818084112725012e-02,-1.013382317676722044e+00,4.743618326592737855e-01,1.165590779493600425e-02,-1.275982178288234126e-01,-2.050303975753936747e+00,2.509907921457961710e-01,-4.576745509217437502e-01
-2.002961703594452469e-01,1.086806254326839305e+00,6.024270412396528496e-01,4.779198077666450550e-01,4.760694246353512349e-01,4.664707161529990653e-01,-1.323926734084162615e-01,-1.039211987928459202e-01,1.213290046885888041e+00
1.791755476291829963e+00,8.656370775999788769e-02,-5.218539647145579302e-02,-2.062805997106992584e-01,-1.164264161849996732e-01,3.600157619921898200e-02,5.018753197477204830e-01,-4.455191598887590088e-01,-7.485566900223776798e-01
1.941179400890493012e+00,3.161166310502720567e+00,-1.066811773124427098e+00,-2.975252785332784256e-01,1.818993190462455001e+00,7.383387959335703243e-01,-1.495122338628033676e+00,8.838485419902267215e-02,1.323343282989343450e+00
1.036193423092658161e+00,3.051504144319450162e-01,7.691168354316924027e-01,-5.053952093376130605e-01,1.227155295608437502e+00,9.785607501899693528e-01,-2.259946835106081964e-01,-1.492024192817773987e+00,-1.812699241413613604e+00
-6.189111038514050200e-01,1.264534140121030603e+00,-1.733983181746676372e-01,8.391027423726129530e-01,1.165590779493600425e-02,-1.683144622188563311e+00,1.498807196199669178e+00,1.648985868409921229e+00,-1.021125052307841896e+00
1.228753473059705614e+00,1.729691686807412365e+00,6.951328638338187815e-01,-3.396132615693870371e-01,1.119857813771959254e+00,1.982172429395329116e+00,5.560935965299935724e-01,-4.559046602599236553e-01,-2.499486721330435035e+00
-8.002444114938048192e-02,2.071409082449890138e-01,-1.186852951764188591e+00,-1.028534610258988069e+00,-8.100088786843739896e-01,1.523706131936826802e+00,-1.483008544705121112e+00,-6.518565362442484412e-01,-4.072580675880566048e-01
-5.928854414767434911e-01,4.687620110722200140e-02,5.481731359788760694e-01,2.901567505273122127e-01,-1.149380235222006580e-01,1.485839129708179662e+00,4.627366025810066841e-01,-1.561200210174085612e+00,1.780778470837858674e+00
-1.436262814231726746e-03,7.400126461658975696e-01,2.243253726514281288e-01,-5.959385938413002126e-01,2.404275062706609511e-01,-1.165858147015371493e+00,-1.098594359349944316e+00,1.473220887355655817e+00,1.018433083408985196e+00
-1.004795216789808876e+00,-1.840669383911083701e+00,-5.047382917248625228e-02,6.686027019252482884e-01,-1.469732209559607261e+00,1.694784516654885831e-01,1.682240440523125047e-01,1.348808028965363892e+00,1.405758838424606916e+00
7.916093454878202207e-02,-2.311227381370027256e+00,3.111400864910123243e-01,-5.829312955917039796e-01,-1.214383451083797416e+00,-1.129027321912591669e-01,-1.990208653603689759e-01,-1.706644969364556619e-01,-3.326993961756860574e-01
1.324119268124670734e+00,-1.005283229644726495e+00,-1.214479566791274306e-01,3.776996693269072947e-01,-3.603967679207414898e-01,-7.325364429649560728e-03,-1.233627575562149969e+00,-2.512871829876395235e-01,-1.103157186771812182e+00
-1.773365263081888132e+00,-8.969427261416557107e-01,2.855248364448472742e-01,1.667740614817228573e-01,-1.007159227457400386e+00,-9.627696923913109384e-01,-2.486924760801763057e-01,-7.436405864136163002e-01,-2.636948138271348885e-01
1.696052418865950373e-01,8.189034853777201750e-01,-1.197215924443078450e+00,1.111312727174877280e+00,1.165590779493600425e-02,8.209560430279494447e-01,1.159453228490811449e+00,4.470472430424218824e-01,1.167540504367609033e+00
9.127543930410182416e-01,-6.301075573428346344e-01,-1.160616668060366896e+00,2.249065146437626284e-01,-6.953558015667837822e-01,5.753235747898834962e-01,2.276031813055308994e+00,-8.737599832249374199e-01,1.426552517599672942e+00
-2.820354384179761809e+00,-2.289852006435927068e-01,1.481387307750314575e+00,-2.084257654937620996e-01,1.165590779493600425e-02,4.993544692126680729e-01,-3.415550456385214040e-01,-1.050031915199627131e+00,1.019326323427553582e+00
8.902840945783917492e-01,2.368527355654937716e-01,1.226567369850553729e-01,7.211730533209883554e-01,7.101445964600981986e-01,9.141258008564939752e-02,8.392748682945887495e-01,-2.518620283476173949e-01,-1.206302540348191676e-01
1.122465052416152798e+00,1.772276575831430945e+00,-1.415233365484433570e+00,5.214409290978032629e-01,4.193157824491254293e-01,-1.027088950896243524e+00,-1.921220615239314311e+00,7.189047897767838480e-01,1.993824472261721992e+00
-6.198517350572652074e-01,-1.927472237775517128e-01,6.734811073290579708e-01,-4.312119358684787795e-01,4.060044051796553588e-01,-2.241118222834865836e+00,1.008226198611004848e-01,4.290458721742723136e-01,9.818915881642022517e-03
8.457195367857053281e-01,-3.227984254517460849e-01,-9.994271136552623780e-01,-1.972709641816515980e+00,-7.024845382825961604e-01,4.446858919038143010e-01,8.770879667491294773e-01,-1.095866716152209763e+00,-9.252851800193442194e-03
5.022891691058740671e-01,9.107313987716045833e-01,-1.060151112397510254e+00,1.110471053411804382e-01,3.634581481354887122e-01,2.193377207921772265e-01,-2.486068045237652235e+00,-2.081468333833284556e-01,3.445435084999311504e-01
4.072515563410062933e-01,1.700755834295130775e+00,1.674635966912016327e+00,7.942923979201108597e-01,2.596171626746560879e+00,-1.087418590045312161e+00,9.604507365536950614e-01,-3.717776393086955622e-01,-3.137563690051652920e-01
-2.330494563923938944e+00,4.772379543802809931e-01,-1.948825785999016569e-01,9.096891653773750974e-01,4.401496324556298800e-01,-9.085817281665028444e-01,1.178452023118037095e+00,9.837259165901175439e-01,-1.500594164440934408e+00
-2.113587779587064452e-01,6.717189630452703453e-01,-5.980170733604722039e-03,2.427758954820798815e-02,1.165590779493600425e-02,-6.725779773133843120e-01,7.615403400011437896e-01,4.699788021881602940e-01,-8.629531295440033556e-02
6.544238538583520282e-02,1.992227080564809460e+00,-9.001290810189932490e-01,1.186303712478316452e+00,7.067341678862741894e-01,-1.691542838600637033e+00,8.590871531336834455e-01,9.612770372517439599e-01,8.040074327386509401e-01
1.913744471946433157e+00,1.340924620979650372e+00,-7.585617170003779997e-01,-1.093531879850706545e+00,7.952796429393914623e-01,-3.027137732288800454e-01,5.516859399159034227e-01,-3.329602613609139450e-01,-6.969759603724667851e-01
-1.279431602872045937e-01,-1.807924330191406748e+00,6.339779843162226536e-01,-2.237258294051171215e-02,-7.232556122977593649e-01,-1.053073124290459850e+00,1.237442838414304136e+00,9.098080006000534015e-01,-1.820158370534551151e-01
2.783055337598656087e-01,2.150618363799590149e+00,5.685969461306615846e-01,2.094844246984308711e+00,1.165590779493600425e-02,9.634046916505550895e-01,5.838572449860878200e-01,-5.850359103367459568e-01,-1.395286686950609090e+00
9.283490162073919638e-01,1.061677292787437610e+00,8.048290670081070797e-01,4.385366165369159464e-01,1.000365717526205289e+00,5.792286767401182840e-02,5.924720214708437682e-01,4.120174042844172435e-01,-2.521873337109723501e-01
2.037779442213602632e+00,6.350805013232878604e-01,6.592515931880028601e-01,1.125630196269350236e+00,1.007803893540977880e+00,-5.504717421017636392e-01,-2.330089885868638522e+00,-4.279585829117767970e-01,-8.772450616967671921e-01
1.836438883852452020e-01,3.461144757703922825e-01,3.440449504899816824e-01,1.569551567080212706e+00,8.063471542338275233e-01,-7.944395416271551325e-01,-8.328082694974372480e-01,7.606474743520283410e-02,5.674998894066988209e-01
2.588338660467641716e+00,9.720363815712240729e-01,-6.125348845430110822e-01,-6.513222550913396747e-01,1.165590779493600425e-02,9.429476114105416196e-01,2.209623514753154550e-01,2.738221744132389279e+00,-2.048347608587130775e-01
-3.621056362298526454e-01,1.809714095406051160e-01,-5.565349613574568366e-01,-5.832380808830326391e-01,-1.865239882125646897e-01,6.682030612788718571e-01,6.736049924231923836e-01,-1.255363950853129351e+00,-5.393533449943709313e-01
-2.753459568616450359e-01,-1.351486652400812449e+00,-1.267388049736728473e+00,-2.129480762117613946e+00,-2.574844597957065773e+00,1.272759797254108538e-01,2.902692286738507432e-01,-1.415647638370650663e-01,-2.008481137738517830e-01
-1.291709322617619504e+00,-1.247129701178043559e+00,1.501357263071352532e+00,-3.484985508831585713e-03,-3.689201360848198830e-01,9.008551345649858932e-01,1.209880274361617714e+00,-2.041081710430621698e-01,-9.286640545281446002e-01
-1.057554445225125372e-01,-1.234388158184118955e+00,-4.545763481436010389e-01,-1.393875808602935917e+00,-1.600536772970310384e+00,1.487222699333308196e-01,1.230462557788909672e+00,-6.797375157219978092e-01,-1.739377422078780766e+00
5.665098450633918592e-01,1.507045117046936555e+00,1.178977483137013005e+00,1.581724022532928542e+00,1.845052620516108854e+00,5.681951902723194614e-01,-7.767834203372551150e-01,-2.640865010479937158e+00,-5.350557908786682804e-01
-6.323629114308978449e-01,3.549815482793029775e-02,1.614808804222848115e+00,6.326990486517892753e-01,1.286306860800498830e+00,-8.327688195666085313e-01,1.748750990352840651e+00,-1.523926837761990338e+00,2.971227017301140139e-01
-5.287934887302061515e-01,-1.345800244801586276e-01,7.163437577757205688e-01,2.163999599817894356e-03,-3.914508894874924039e-01,2.547111917607647325e-01,1.528991623506306352e+00,-3.435835773794075898e-01,6.906581459191403205e-01
-6.418192201733525781e-01,-1.081532115225249280e+00,-8.225554885727135446e-01,2.251554465416320538e-01,-7.669550732514360813e-01,-1.237145099930780701e+00,-6.015733157362562755e-01,1.576121813115665682e-01,-6.437052831161380606e-01
6.624231440599317455e-01,-5.605906248620221577e-01,6.800762012174861315e-01,1.184735345585065325e+00,3.012049423977341059e-02,-3.769584270923436731e-01,4.928893047762582524e-01,9.220205542733248549e-01,-7.779911155102315901e-01
1.566845425240477319e+00,1.726914189403164768e-01,-1.021998160624411955e+00,-8.236699589258862364e-01,-1.738071104252136845e-01,7.144386780340364340e-02,-4.938539637330025683e-02,-1.820969047793659645e-01,-2.652145865807577496e-01
6.865401711545626728e-01,1.392458910489132451e-01,6.003534183917058620e-01,8.537896736477633419e-02,3.009924710392427594e-01,1.208685247836486676e+00,5.550532034996820130e-01,-1.609696715760990451e-02,4.096444439057995157e-01
9.558326754107776546e-01,2.240719409495728343e+00,-7.055893050433778013e-01,-7.656404578544946382e-01,1.165590779493600425e-02,3.021005542905810692e+00,1.774591044469123524e+00,-7.135374449964028143e-01,-5.134492981700953251e-01
-1.607595815850728638e-01,-2.822728846498104849e-01,2.786431001320311740e+00,-6.237329530019262158e-01,5.389464753434217714e-01,-6.679270815257607463e-01,-5.118480368549742643e-01,-4.789409007073048286e-01,-1.207357586520648285e+00
4.929992571312862837e-01,2.414319771753256350e-01,3.706462930682936086e-01,5.020840294220383360e-01,1.352995479945710011e-01,5.167021302299842356e-01,5.101329911979037846e-01,1.217611306394821513e+00,2.408400631723294771e-01
-1.334632429266766840e+00,7.454283033721724738e-01,-1.393039382941335148e-02,-5.525981487684786808e-01,-6.062142231312269702e-01,-5.077797504460564992e-01,1.126221260410549041e+00,-7.787078338735826666e-01,-7.020967624578771105e-01
-5.508744573454882332e-01,-1.033114257170773265e-01,-9.758833826991730742e-01,-8.246991248242886430e-01,-2.075807948263093117e-01,1.309773196804823181e+00,1.161075731932586647e-01,-3.717065574763621094e-01,-5.386828721759295835e-01
1.697409785714462105e+00,2.065658274596111177e+00,-1.547859018675742604e+00,7.709311187192549042e-01,7.218855894836010423e-01,-9.174171678577591749e-01,2.245952286125137976e-01,-8.568497570197608493e-01,8.544809239285435787e-01
1.609932084307746480e+00,-1.321904615185773402e+00,1.976677998168189232e-01,-1.269213241182788054e-01,-5.825128664852592848e-03,-1.285179926570078901e-01,7.143384484946847524e-01,1.454643591257544832e+00,1.217790165780648026e+00
-1.194692595820413317e+00,-2.784839692312519155e+00,-2.144488834044175340e-01,-1.343583263450484344e-01,1.165590779493600425e-02,-7.248008767573658195e-01,2.527353970226978719e-01,1.990500427825315111e+00,-9.820845330887405522e-01
3.493291973183456633e-01,1.009086945176656952e-01,-6.457007333931780169e-01,1.748753661394981007e+00,7.023205781220323018e-01,-8.699420435784477323e-02,-1.135528587904334419e+00,2.088651960977788047e+00,-1.335983709625520932e+00
-8.262332300527769346e-01,-1.255357666540078965e+00,3.435394554696665215e-01,-3.756237955058110423e-01,-1.012659351825130782e+00,-1.404472349274404230e+00,-7.838890096809715269e-01,1.187969253649798329e+00,9.216276591166261412e-01
-3.157227390023720770e-01,2.713801942125992558e-02,-4.909475300520896868e-01,-1.652391755079531732e+00,-1.199862858028809542e+00,-2.135879492959015469e+00,-1.344249016944531139e+00,4.491633278155106601e-01,7.767995795928396285e-01
-1.438543053142671946e+00,-4.732005932893010858e-01,-9.627509989556188863e-01,1.166626158825518234e+00,-3.146780171618548394e-01,1.970769584324154389e+00,-5.737075629149114286e-01,-2.762102687144709079e-01,5.752502932018380699e-01
5.483179654229203281e-01,1.274157792316784166e+00,-3.215299712470273130e-01,-8.039287603169175123e-01,1.165590779493600425e-02,8.715254338346946350e-02,-1.701610930815884437e+00,5.027996213213212218e-02,-3.555104355072261635e-01
-1.092999808014240709e-01,6.218695220635446219e-01,-2.223698544233797536e-01,1.105585009422588860e-01,1.880170088975628151e-01,-8.771813257353637816e-01,-1.414718719034968597e+00,-3.322487647676235500e-01,-2.364025175051957195e+00
