ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
-2.565009873331407231e-02,-1.311319620443657907e+00,-3.715930803940278859e-01,-2.323505528019368604e+00,-1.502378917031817585e+00,-9.872015461076965037e-01,4.756481277414381648e-01,8.049651487704849728e-01,-6.584392863143224695e-01
2.269023429740376629e-01,2.752827357823559584e-01,7.728896324513034877e-01,-1.359744425466584250e+00,2.798181666983758434e-02,2.123292894388672525e-01,-3.386029933251766266e-01,2.357136167440253283e-01,1.109909776556783800e+00
-5.439975909474181748e-01,-3.318309747294725387e-01,2.275279933239792829e+00,1.635026467857321864e+00,9.418205233301186752e-01,1.104554603078203412e+00,-8.475896446398835105e-01,5.309269212925028514e-01,5.773517462189308169e-01
-7.130087828608665246e-02,4.613570467428588229e-01,1.080140583301552493e+00,1.940744013516525035e+00,2.798181666983758434e-02,-1.390307896388993658e+00,1.822317022335723014e+00,-6.087444050441436216e-01,4.340388248613615274e-01
1.357680249144762596e+00,2.508687819184639789e+00,2.577607089986321265e-01,-1.555163127235589249e-01,1.949415418677608480e+00,6.247854582206548990e-01,-2.906654445592661840e-01,3.073080366346538916e-01,7.464179333562181995e-01
1.219399483487852764e+00,2.689508342095210836e+00,-2.851293455124702114e-01,-6.159782397544779631e-01,2.798181666983758434e-02,4.895997040149964452e-02,-4.409567967754829398e-01,-1.651494260508621914e-01,-1.999243660050750160e+00
1.429110072170773071e-01,5.738024389189078089e-01,4.460738366652595155e-01,-1.780263015369766944e+00,8.685727808134506567e-02,5.250403377480569178e-01,-5.553810926981187501e-01,-2.285032225992243704e-01,-1.834292758764721754e+00
-3.340289792386167966e-01,-9.336287932589736327e-01,1.075846079562081892e+00,-8.430661297482862082e-01,-6.517730456714333487e-01,1.190290087241928640e+00,1.064868276246359269e+00,6.528568620667707378e-01,-2.548118102985367783e-01
-2.184343989805883623e+00,-8.075999402196471920e-05,-8.281910396078005776e-02,-9.550188721877606035e-02,2.798181666983758434e-02,2.102691943231256855e-01,6.804742470395142018e-01,1.465806829305577486e+00,7.794335954617493956e-01
-1.179371155365023460e+00,-1.832117106241674787e+00,-5.451191815302867116e-01,1.915808483113538463e+00,-1.332179885103657035e-01,5.616649714776406066e-01,-9.330171095976433904e-01,-5.914016978983736017e-01,1.172860563578727477e+00
-4.318520558847179225e-01,6.072502440206566099e-02,-7.675101581372795190e-02,1.005019691307666108e+00,-2.749089758769799885e-01,-1.756934687637355386e-01,1.653070121935965031e-01,8.264385007097267977e-01,1.672305380225617144e+00
-2.491247752750595179e+00,3.594822165739850472e-01,1.369801192866377804e+00,1.078104470051999941e+00,1.522621536806543441e+00,1.769427329281601236e-01,-1.644952297543163244e-01,-2.240107019362582719e+00,3.224476584756329478e-01
1.569691992666233729e-02,4.149135081134923686e-01,-7.904798772809470409e-01,-7.537498200189670650e-01,1.636849524581867055e-01,-1.056548884942283495e+00,-1.937945096426626934e+00,3.122943142344141720e-01,1.523540305513434001e+00
1.789727774563367735e+00,-2.005794725377033905e-01,-2.593538897142896871e-01,-2.524160774256180018e-01,2.798181666983758434e-02,3.136929872840271138e-01,7.678925936490307302e-01,-1.200830609771479596e+00,-1.439657896211100852e+00
2.197534509205017361e+00,-2.580659330822940412e+00,5.458151371353327230e-02,6.702337438491600130e-01,-7.476844255074650558e-01,-1.794507770323532370e-01,-4.403691408104611349e-01,-4.683645246254618949e-02,1.481643800357389074e+00
1.718277237489982678e-01,1.244061324134061008e+00,1.266825132981602264e+00,-1.943144034854028257e-01,1.616895219888049962e+00,-1.918689006157457966e-01,-1.237941315405848730e+00,-1.361242877714515354e+00,-1.037083461764486403e+00
-1.370247394833977950e+00,-1.615627232699509419e-01,-2.661501522374847273e-01,-7.103537098367292968e-01,-2.677666919479192997e-01,1.764787086210399258e-01,-1.020402409505416941e+00,-1.067419857893650015e+00,-5.244694455732416133e-02
-2.359359669440881380e+00,-4.239530429847976900e-01,3.419918996442050108e-01,-1.053661080236008907e+00,-1.391823346270392170e+00,3.634890177880300000e-01,-1.602906560001766456e+00,4.395453614234451911e-01,-6.337434242895865211e-01
-1.033262389187311392e+00,3.501035584171396486e+00,-5.432962764511556353e-01,-6.838232276905292784e-01,2.798181666983758434e-02,-3.467047310055449416e-01,-6.289808453274602362e-01,9.341658008591087192e-01,-1.387768419346046000e+00
1.415132402908434006e+00,5.573568922263959918e-02,3.338918086942891938e-01,-6.775610639766422860e-01,-1.415704931540784639e-01,-3.788136026447190829e-01,6.391580431618024694e-01,-2.233999240799538821e+00,5.078413673319799315e-01
-1.225238463582145831e+00,-6.627123105655205459e-02,-6.171402786603498170e-01,5.600417950632178288e-01,-4.808502088368537541e-01,-1.143062424797634646e+00,-1.257324144083822759e+00,-4.280113551413503026e-01,6.550003049525634502e-01
-8.240739943142515872e-03,1.362971523105846128e+00,8.193856826915891789e-01,-2.152936068413972281e-01,1.581198931557460385e+00,-1.181273190004981988e+00,-9.822171063124045531e-01,-2.180538082028440905e-02,1.648011146105628821e+00
1.853603394387110415e+00,1.928374841501083736e-01,-1.409379023712465706e+00,-1.704614007926656960e-01,1.343492530328506962e-01,-1.166920899248509391e+00,2.883552551418614662e+00,3.305878634445082453e-01,9.948085159238979625e-01
-1.610031452659703710e+00,-4.421959783835884283e-01,-3.530467328097744439e-02,-1.583978245288316877e+00,2.798181666983758434e-02,-2.913554486836889557e-01,1.301193741108031210e+00,2.610503560676045998e-02,7.983952553374328298e-01
-9.763241546663695702e-01,6.505838143256933437e-01,1.628353110766962875e+00,2.807293657611537735e-02,2.798181666983758434e-02,9.547527066633633153e-01,5.393280908415729602e-01,6.834129911858746187e-01,2.604876636338041007e-01
-1.370017781600390283e-01,4.153275267025460793e-01,-1.338124063844419842e+00,-1.760522827620544684e+00,-5.126456346490760874e-01,-4.492610088594750639e-01,-3.214141638761187081e-01,1.293137041941069043e+00,-9.904907681105361572e-01
2.365055317202884311e+00,-7.675394270107682715e-01,-7.238162190042171096e-01,-1.032322981049996979e+00,-7.582452218806853272e-01,-1.283056537096531668e+00,-1.284346244848316720e+00,7.413617669140126765e-01,7.727718021963200790e-02
1.072992595606248045e+00,1.071765109959584711e-01,-3.912121012046067270e-02,-1.463221014404134213e+00,-4.449137164135158473e-01,-2.817816215467900953e-01,-1.758229301713139237e-01,-1.148307967647204775e+00,-4.189025137212230576e-01
4.371792074971514452e-01,-3.146069689885504062e+00,-1.167662167509206705e+00,-1.267899759008708660e+00,-2.548072203206872555e+00,2.199472015979749173e+00,-1.428891978298628906e+00,-2.513845977582190513e-02,-1.984159505958556613e+00
-3.392113866893627372e-01,-1.692796501373846407e+00,-2.363750965032184181e-01,-1.433013760444356022e+00,-1.332532094704555359e+00,1.466302484732112443e+00,-1.027776148609651274e+00,3.240165123025631200e-01,-2.649186841351480193e-01
1.334624279426750881e+00,4.830402600956054671e-01,-1.178676548812077396e+00,5.859455307489942061e-02,2.058030572447386852e-01,1.240256294481122179e+00,1.182753620849728904e+00,-1.166621082980541235e+00,-1.952788028054263936e-01
2.283050083926659646e+00,-4.896925665128121219e-01,-9.798483795400053306e-03,-9.882166493621845349e-02,2.248005419777739378e-01,3.597307501888410974e-01,6.424334698844746949e-01,-1.994635367160511930e+00,3.068027484836140240e-02
2.188660751009934569e-01,2.061097729179613314e+00,1.037004306896434525e+00,1.470428667966107605e+00,2.798181666983758434e-02,-2.823635254342230505e-01,4.771396303745079615e-01,8.077360931940513050e-03,1.114963787104551685e+00
9.143449020609998312e-01,1.351397671951728885e+00,8.193038603043965029e-01,7.499514489744422141e-01,1.452468235540227859e+00,6.661700716262883848e-01,-2.512564335852367492e+00,-1.695232279722844737e+00,-1.299470657380538295e-03
-1.448348656044956995e+00,-2.158964561905064583e-01,2.912447424390815498e-01,5.818011072857701832e-02,-2.363257545549537764e-01,-2.741995568439940523e-01,-1.843305951509727869e+00,2.037851441486898008e+00,6.893462845149275209e-01
-2.181926763580292583e+00,1.190510237499538659e+00,1.218110906727289056e+00,-9.646922815644125293e-02,4.619217220755970077e-01,-1.955757584268081217e+00,-1.415997417913909429e+00,-1.699861119161651390e-01,-5.139660085286864438e-02
-5.144206759409019059e-01,5.255656461488189546e-01,-1.067608941580576037e-01,-1.160619067303012564e+00,-1.542756815474459475e-01,-7.196117327149890164e-01,-1.789030619697129787e-01,-3.005386141222945451e+00,-2.368275124199336473e-02
1.029269601575610649e+00,-5.747467570597247777e-02,3.306346677390955002e-01,7.164959110661255348e-01,2.798181666983758434e-02,-3.606410257963261756e-01,-5.940836339002238953e-01,-1.116762668743497056e+00,7.122885787275909930e-01
6.224484067513135210e-01,-2.256148048697972364e+00,1.278446056787748919e+00,-3.991653942508867070e-01,2.798181666983758434e-02,-1.391968169136215405e-01,-9.742302547675478763e-01,7.291276692383128477e-01,1.687917361934338223e-01
-6.401413531556112702e-01,5.023664287092626246e-01,-6.074501272108330172e-03,4.812874923992299103e-01,2.798181666983758434e-02,-8.090857729829645795e-01,1.752584049954606371e-01,-1.618960534558609998e-01,1.691964703811122961e+00
-1.408966955607759530e+00,1.359039328604390473e+00,1.541543184595704830e+00,1.210281160517253207e+00,1.237760196329371398e+00,2.997732939014515985e+00,-3.009623609395268296e-01,6.206516854264764183e-01,1.547172434604815683e+00
6.944166052934604150e-02,-5.550478550290662838e-01,3.671997958173356946e-01,-8.573154129762451392e-01,4.889936800337945644e-01,9.119905016718302670e-01,8.850540541819167384e-01,-9.588495302678901044e-01,-4.053191328505988955e-01
1.619393254218204868e-03,-4.506816956172502442e-01,-1.792239010817721079e+00,-2.194041872362728629e+00,-1.643565856386384194e+00,6.789720598393560354e-03,-1.372138500214076684e+00,1.456754912214051068e+00,-7.528487024155451623e-02
-9.750904043400658860e-01,-2.629324052666302425e+00,1.345958316675479383e+00,-5.988855056976923052e-02,-1.063962896840380479e+00,9.515403624972564867e-01,-1.612626801520720576e+00,-1.134933892583679604e+00,2.867738658268692564e-01
-6.312207255107907811e-01,-2.151610042367130049e+00,-2.851311601808101948e-01,-3.231362995753146033e-02,-9.731167781318615928e-01,1.598453588545698523e+00,-8.078411627302091447e-02,-5.316854228587802877e-01,1.838232083823127416e+00
1.021112781670409086e+00,1.478402702535293711e+00,1.324620266972912908e-01,2.478411096737235253e-01,2.798181666983758434e-02,-9.225095062992701989e-01,1.312099638752292297e+00,2.114408504126090438e-01,-9.045118813154735815e-02
-1.749389319005874854e-01,4.714938417582455465e-01,4.484982865891867232e-01,-2.468503487652297379e-01,2.798181666983758434e-02,-5.503663421876809902e-01,-1.256441754905041064e-01,1.486945426333379894e+00,1.435793402285157727e+00
-2.444627390506253661e+00,-1.245197612120705344e+00,1.378676256936409161e-01,-2.102659578552547870e-01,-1.378038041898164590e+00,-1.486365642310143009e+00,-1.398481982538233748e+00,8.266294209366734647e-01,-2.376623877162870047e-01
-2.305099121179636334e+00,-1.085112817407742680e+00,1.907532604540207233e+00,-3.003704234852749289e-01,-1.827372536660930580e-01,4.959391142608434722e-01,6.500941762648752842e-02,-9.845278380493729387e-01,-3.701632616747893012e-01
-4.717136483129299451e-01,-6.596193092521543955e-01,3.083319430786603532e-01,-9.099922151681029137e-01,-5.366579566501284981e-01,6.199183505630626589e-01,5.708929402806881548e-01,-5.420396496646140427e-01,-2.188683015262337772e+00
1.065147240508036719e-01,6.725166427104735112e-01,1.189502353792052824e+00,1.789759081728694801e+00,1.312281108822473952e+00,-1.948210911393539677e-02,-1.615359701039098761e+00,1.867738132022201403e-01,-5.752870426794359782e-01
-3.565125849699767091e+00,1.202302365656755967e+00,8.086314493727400077e-01,3.830007014355392703e-01,2.798181666983758434e-02,-2.116209396213746818e-01,3.798884053510493408e-01,-7.542757294649404809e-01,1.423416424777795619e+00
1.683637683350675818e-01,2.627819651207773388e-01,-1.457709178036851405e+00,-4.177728200017485349e-01,-6.362466632425172186e-01,9.486608189495820964e-01,-8.498917801183366594e-01,9.043404183780682226e-01,-2.246409262936399642e-01
-7.925875905176019698e-01,2.023929976531640307e+00,6.401546622081372151e-01,3.331651850694084538e-01,1.512211573987696900e+00,1.072077637068718836e+00,-6.314560490351946997e-01,9.886624662497027760e-01,-1.257463257619706010e+00
-5.117331632983129763e-01,-2.057347925702510683e+00,2.323932945875883949e-01,-1.323475547611342673e+00,-1.961668773293596013e+00,1.805695700059877673e+00,-1.361814289036115344e+00,1.765569458108784184e+00,3.315050849113365117e-01
-6.363406940830220737e-01,-4.853756944831574827e-02,-1.036925995825426883e+00,4.848071802305601308e-01,2.798181666983758434e-02,-1.267965589829974926e-01,-2.063022475043768456e+00,2.510066248551577894e-01,-4.369838160273187277e-01
-2.651753180115849484e-01,1.147202948852837689e+00,6.272846696402760713e-01,4.885156091226897090e-01,5.239864189757628132e-01,4.693423854198522926e-01,-1.469929489982123028e-01,-1.038336509797999074e-01,1.294757888099984822e+00
1.852278934043720460e+00,7.422614633879133506e-02,-4.693657717558177844e-02,-2.246171370393340028e-01,-1.088131297828451582e-01,3.737329225414032924e-02,4.866527262874956183e-01,-4.453625872644250139e-01,-7.384460564166384078e-01
2.011109316294155569e+00,3.372403454448126503e+00,-1.091955921921242689e+00,-3.197202203907895668e-01,1.958260711696524714e+00,7.421577790997019308e-01,-1.508385559483269134e+00,8.843354379120954567e-02,1.408814032009063189e+00
1.049153129083959302e+00,3.087077392303895773e-01,7.989676295067266176e-01,-5.363802120817672270e-01,1.326163864766214395e+00,9.832167775444535796e-01,-2.405031206279869271e-01,-1.491656158707610036e+00,-1.841294098678266433e+00
-7.101426823801104682e-01,1.337854605565072630e+00,-1.717804122342103945e-01,8.649716521292724059e-01,2.798181666983758434e-02,-1.687763205141671108e+00,1.482606453867026941e+00,1.648719215983800668e+00,-1.020928402730093332e+00
1.253835119766344652e+00,1.836836836246937832e+00,7.227674800724732673e-01,-3.635879506565810604e-01,1.211567620520771049e+00,1.990325503162752696e+00,5.408178063092360377e-01,-4.557459890949516201e-01,-2.553061734213399880e+00
-1.373323050826747160e-01,2.035713131451258318e-01,-1.215592914543528913e+00,-1.081641269408701644e+00,-8.495755774800358706e-01,1.530261697470537641e+00,-1.496283651120590141e+00,-6.516582701671230771e-01,-3.847335607682085268e-01
-6.824786659624527685e-01,3.165269839437844651e-02,5.714055974713274644e-01,2.928127373127274446e-01,-1.072234912731624829e-01,1.492262749124625865e+00,4.475524104328160169e-01,-1.560818198048571803e+00,1.882887266577840890e+00
-5.379688437368933956e-02,7.751916820915806250e-01,2.378570270643624307e-01,-6.307523459365056429e-01,2.723152858867438630e-01,-1.168674265080965391e+00,-1.112246637276153693e+00,1.472989750787444319e+00,1.092813495959481074e+00
-1.120318772500856097e+00,-1.993148819361401536e+00,-4.517374015654279651e-02,6.872617871011791335e-01,-1.554175673077929254e+00,1.713152627748330270e-01,1.533288156075023612e-01,1.348602031815562929e+00,1.494227244594966253e+00
3.187402609037539442e-02,-2.497924203335902593e+00,3.272722615373707677e-01,-6.171950165056689919e-01,-1.281457169407357766e+00,-1.120498674892240615e-01,-2.135557680873160780e-01,-1.705634626741805160e-01,-3.074630064676974195e-01
1.355204333059786492e+00,-1.097016208580359198e+00,-1.182738861093352162e-01,3.840575267170094897e-01,-3.693792263736679349e-01,-6.104619437988247597e-03,-1.247147364407312997e+00,-2.511698577449605341e-01,-1.105944248377704220e+00
-1.937271443009803917e+00,-9.807975499855174917e-01,3.008897108421653144e-01,1.642126445528444834e-01,-1.060136805333448562e+00,-9.648781565241458802e-01,-2.631786430497819462e-01,-7.434237740409513906e-01,-2.359485571576050433e-01
1.280119367055888302e-01,8.598191963836799845e-01,-1.226266308383569648e+00,1.148692403934275408e+00,2.798181666983758434e-02,8.250629028236426965e-01,1.143585446422260787e+00,4.470234597087558437e-01,1.247344321811628243e+00
9.179434290283343678e-01,-6.945590299397974565e-01,-1.188570727228457136e+00,2.248033070422604252e-01,-7.271233837847297377e-01,5.785745376687199126e-01,2.259068489647118927e+00,-8.735168783451949803e-01,1.515777241199891989e+00
-3.050170081983913484e+00,-2.642684117439335068e-01,1.532574047979199827e+00,-2.268530140559653907e-01,2.798181666983758434e-02,5.023407206561381066e-01,-3.559500996445947862e-01,-1.049753192025206117e+00,1.093739225322017949e+00
8.940585919536410131e-01,2.354436840861816871e-01,1.331429239521022267e-01,7.420551468358969061e-01,7.739842297641180702e-01,9.297737365889122141e-02,8.237212321665942083e-01,-2.517445869491148347e-01,-8.768038624600957287e-02
1.140855685415698595e+00,1.882518354411945927e+00,-1.450814426412721847e+00,5.338770798727158207e-01,4.633721889819687467e-01,-1.029421533019032164e+00,-1.934065765854595442e+00,7.188260736917619909e-01,2.103682276865511458e+00
-7.111425277153520241e-01,-2.253953317287311076e-01,7.004671487230778038e-01,-4.590599986615730432e-01,4.491553237330694337e-01,-2.247681043404060386e+00,8.599352294305685762e-02,4.290257262780872161e-01,4.751354192549061412e-02
8.466886291578885615e-01,-3.649034170570745750e-01,-1.022552765937194241e+00,-2.065742017893758220e+00,-7.347370429299805439e-01,4.474816527859051818e-01,8.614972299520825549e-01,-1.095578731392983007e+00,2.774808698443744642e-02
4.816388105193874503e-01,9.583245251492791272e-01,-1.085095742185548273e+00,1.061291987766570660e-01,4.037149165537728956e-01,2.213482646129517895e-01,-2.498358990606023955e+00,-2.080382252725690162e-01,3.944128940689439200e-01
3.806184390885340996e-01,1.805796866378418519e+00,1.731611439295915877e+00,8.182664417162880399e-01,2.788305633369856373e+00,-1.089961388482389992e+00,9.447782076089479286e-01,-3.716359672257049662e-01,-2.878309746480837705e-01
-2.529472859572330812e+00,4.933089032181031675e-01,-1.939082301862585234e-01,9.385429174033390609e-01,4.856232327441779018e-01,-9.105013764158211842e-01,1.162565600207538408e+00,9.835936895642085620e-01,-1.517836989788833524e+00
-2.769343331652596718e-01,7.019319132503225589e-01,6.527185843778759988e-04,1.569051677011283619e-02,2.798181666983758434e-02,-6.736752795423628370e-01,7.460629738199672234e-01,4.699503852011273075e-01,-5.209659862074939030e-02
1.729187391277342209e-02,2.118462916148703190e+00,-9.202802768832469837e-01,1.226854484375024423e+00,7.703418115159136326e-01,-1.696190684816804906e+00,8.435140780003435035e-01,9.611493463467620790e-01,8.705886551773069915e-01
1.981947317886588955e+00,1.419799943898783390e+00,-7.744722855001259232e-01,-1.149387036365893122e+00,8.649104697205851622e-01,-3.025222978210811986e-01,5.364144743079393152e-01,-3.328264328908622227e-01,-6.849892083294536471e-01
-1.882675786545210395e-01,-1.958022656053428401e+00,6.597807160852243724e-01,-3.293232129347652831e-02,-7.569210404510909873e-01,-1.055496247269083865e+00,1.221498536123249989e+00,9.096907097587331181e-01,-1.512987144170644671e-01
2.435550731567103222e-01,2.288371877944695321e+00,5.924411995344588400e-01,2.173813882953320231e+00,2.798181666983758434e-02,9.680079083002142148e-01,5.685542142064986537e-01,-5.848511463340434480e-01,-1.408699219446054363e+00
9.345197568501293350e-01,1.120246694196813664e+00,8.357496151717361821e-01,4.474670464393784575e-01,1.083947240131535095e+00,5.937096762851036547e-02,5.771605382241367099e-01,4.120006992365874421e-01,-2.240225215894543764e-01
2.113790473478101006e+00,6.626292264745816674e-01,6.858113918002313181e-01,1.163615306554396156e+00,1.091891387754948317e+00,-5.511435698362817659e-01,-2.342533870641519744e+00,-4.278055586561392842e-01,-8.718151417683982496e-01
1.429343368208866039e-01,3.526505686009048790e-01,3.611627853857460324e-01,1.626308492332487088e+00,8.767308331231418173e-01,-7.959614658042321045e-01,-8.467213258882883009e-01,7.611592648324504162e-02,6.254787487998720863e-01
2.699008211010153868e+00,1.024087399012512334e+00,-6.240712430264632182e-01,-6.884779801339037109e-01,2.798181666983758434e-02,9.474795461485263637e-01,2.060153783555104812e-01,2.737734995835296115e+00,-1.749476187976334307e-01
-4.371709297247943216e-01,1.754988569797662212e-01,-5.663938512497748157e-01,-6.175147746275531091e-01,-1.836789919409674565e-01,6.717776591669373243e-01,6.582139048164206141e-01,-1.255043737369553991e+00,-5.216334694215184475e-01
-3.449495998742404534e-01,-1.468394373649665408e+00,-1.298540428277519032e+00,-2.229142416837427643e+00,-2.734461799200284204e+00,1.289657379395238723e-01,2.752542544745499309e-01,-1.414696095969635581e-01,-1.708159675193538229e-01
-1.425294546789150019e+00,-1.356448937787686493e+00,1.553142200063944101e+00,-1.324603628450005816e-02,-3.784823848374716526e-01,9.052403996814282205e-01,1.193963015333584732e+00,-2.040003790024718933e-01,-9.251043702697971938e-01
-1.646831132776721829e-01,-1.342780872869191233e+00,-4.613810843597589972e-01,-1.462431413953845460e+00,-1.693878035523638248e+00,1.504867569233204194e-01,1.214525104264340127e+00,-6.795336158895045608e-01,-1.765305383817872276e+00
5.499022732688133575e-01,1.598000160750299603e+00,1.221105586253873332e+00,1.638995676510782928e+00,1.986092798342106169e+00,5.714213145686406481e-01,-7.907514460237298204e-01,-2.640264836457741460e+00,-5.171796026563754145e-01
-7.244413011959975890e-01,1.944727906132328460e-02,1.669992163678749364e+00,6.498398993379819188e-01,1.389339133153037142e+00,-8.344243006429384879e-01,1.732305013369573210e+00,-1.523552357260753665e+00,3.452672755235839386e-01
-6.143520297410373088e-01,-1.629984103744729629e-01,7.446137428926415947e-01,-7.358176207928889510e-03,-4.025457614962212882e-01,2.568449930847419571e-01,1.512761265445416115e+00,-3.434476023146247892e-01,7.531165750530627312e-01
-7.344928985976606484e-01,-1.178809655306114479e+00,-8.403829800918933834e-01,2.250627653617745527e-01,-8.035930966366561234e-01,-1.240209614650326975e+00,-6.157132504270468321e-01,1.576468825205248614e-01,-6.297809450706585155e-01
6.518534566782805406e-01,-6.199870611809554788e-01,7.072597975763005307e-01,1.225219796968599839e+00,4.770243100213331783e-02,-3.770256543340384514e-01,4.776755280272044213e-01,9.219007957088074523e-01,-7.689510846028864144e-01
1.613210461733157075e+00,1.666167734594863892e-01,-1.045799924947324655e+00,-8.681136394919685140e-01,-1.700970661770462578e-01,7.293908116439351552e-02,-6.406711531579890873e-02,-1.819935604336482826e-01,-2.375236077970369897e-01
6.774886863944902249e-01,1.307391998664758082e-01,6.251489317571751192e-01,7.937564890452415700e-02,3.370000983962719299e-01,1.214143135178950894e+00,5.397784340701073935e-01,-1.602716550146624300e-02,4.618817111629484606e-01
9.637335531591141313e-01,2.385024767032486004e+00,-7.199130935584451274e-01,-8.076302825614570802e-01,2.798181666983758434e-02,3.032778390823452686e+00,1.758119714279289036e+00,-7.133267153990824339e-01,-4.947872284837264711e-01
-2.231498423404151832e-01,-3.214309959537520744e-01,2.876710113136344393e+00,-6.597220271284700566e-01,5.911405938645675207e-01,-6.690081778867047468e-01,-5.260760063277174492e-01,-4.787775747365939916e-01,-1.213934673829296873e+00
4.717640848088978656e-01,2.403559126624616460e-01,3.885609668545196294e-01,5.137016475401676718e-01,1.600361440333340490e-01,5.197488289330770561e-01,4.949022956474473656e-01,1.217431819441357810e+00,2.869374984973565579e-01
-1.470919726657576643e+00,7.810011475783726898e-01,-7.535652151232669939e-03,-5.855791915845198758e-01,-6.319180730916643673e-01,-5.083028195726646548e-01,1.110386084192883205e+00,-7.784839356561118473e-01,-6.902962666247173251e-01
-6.378230280771128857e-01,-1.294560648353216548e-01,-9.983037863494935715e-01,-8.691863250609379588e-01,-2.061681586244430153e-01,1.315583321229274238e+00,1.012634793027839680e-01,-3.715648997564843792e-01,-5.209386098519608321e-01
1.751994042328202772e+00,2.197233778323009812e+00,-1.587412859474994553e+00,7.939172992599298206e-01,7.865238875564221077e-01,-9.193676028578888770e-01,2.096446910619194082e-01,-8.566100690959301822e-01,9.228979918090467471e-01
1.659009489886977606e+00,-1.436661230711695936e+00,2.104009309711094566e-01,-1.419020472525369669e-01,9.311656946402367685e-03,-1.277195387313022346e-01,6.989073948831466820e-01,1.454416208500841190e+00,1.299421687425124095e+00
-1.322170473162561866e+00,-3.005976000143172566e+00,-2.140606404689083531e-01,-1.496535331669397728e-01,2.798181666983758434e-02,-7.260801476769821461e-01,2.377572494872587094e-01,1.990164767440423033e+00,-9.804678834760014450e-01
3.190497816655283869e-01,8.961425202993449080e-02,-6.582305694848067379e-01,1.813088389333510575e+00,7.656279934284299094e-01,-8.605106238403048557e-02,-1.149144627472770797e+00,2.088296467655275990e+00,-1.347239246477438535e+00
-9.305160438881875384e-01,-1.365275212970296081e+00,3.606421483443115750e-01,-4.011212386759880899e-01,-1.066011068034089959e+00,-1.408119909378164891e+00,-7.978500636531610235e-01,1.187795756302040484e+00,9.924870194723256489e-01
-3.878681603301983305e-01,1.047922287532879367e-02,-4.988417591068673995e-01,-1.731879056519936677e+00,-1.265948833145990049e+00,-2.142075613209311946e+00,-1.357660268545867188e+00,4.491391168962944325e-01,8.423911852643046760e-01
-1.581371678407737624e+00,-5.262423219971040789e-01,-9.847780241867666318e-01,1.206344838778774076e+00,-3.205505209941093558e-01,1.978882925315166741e+00,-5.878748383451698478e-01,-2.760879074016599488e-01,6.335110539088365522e-01
5.305651878260994048e-01,1.348178057208825553e+00,-3.243493248820575880e-01,-8.475376576265821749e-01,2.798181666983758434e-02,8.870249302217263210e-02,-1.714671553491257772e+00,5.033635136917526814e-02,-3.311037395967807440e-01
-1.684507833719503245e-01,6.484575894722843792e-01,-2.222188828864681553e-01,1.056199330805513287e-01,2.163396371092080883e-01,-8.789915604864517729e-01,-1.428060828640479674e+00,-3.321150800657545199e-01,-2.412673117181181048e+00
